OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SHAPE,SIGNAL_MAINT_DIST,SIGNAL_TYPE
1377760,10610,1265782.094379999907687,233055.268000000010943,28905,13,35664,MGNL-QA,2ND AVE N AND DEAD END 1,0,"(47.628771921000066, -122.35275883699995)", ,NONE
1377761,4798,1266931.301170000107959,255846.406329999997979,37463,13,232740,NW,FREMONT AVE N AND N 86TH ST,0,"(47.69130348400006, -122.34992053399998)", ,NONE
1377762,10054,1265427.30832999991253,235595.206570000009378,28149,13,29752,MGNL-QA,HOWE ST AND WARREN AVE N,0,"(47.63571456100004, -122.35440096999997)", ,NONE
1377763,6303,1266086.669100000057369,249767.805879999999888,25589,13,13513,NW,DAYTON AVE N AND N 63RD ST,0,"(47.674596671000074, -122.35286207599995)", ,NONE
1377764,17004,1282472.838459999999031,200592.489349999988917,34537,13,73527,SE,40TH AVE S AND S WILLOW ST,0,"(47.540674583000055, -122.28260251299997)", ,NONE
1377765,4991,1258701.942819999996573,255064.302519999997457,23866,13,2107,BLRD,21ST AVE NW AND NW 83RD ST,0,"(47.688710324000056, -122.38326404999998)", ,NONE
1377766,11676,1272394.933040000032634,227568.833950000000186,29875,13,40530,E,SUMMIT AVE AND E PIKE ST,2,"(47.614088508000066, -122.32551417499997)", ,NONE
1377767,12995,1277655.595830000005662,219100.983700000011595,287015,13,45870,CNTRL,MTS JUDKINS CONNCTR TRL AND MTS DEARBORN CONNCTR TRL,0,"(47.59115584500006, -122.30353368099998)", ,NONE
1377768,46485,1268921.878580000018701,234924.540320000000065,334924,13,29471,LKUN,WESTLAKE EAST RDWY AVE N AND WESTLAKE SHORE RDWY 2 AVE N,0,"(47.634064753000075, -122.34017633999997)", ,NONE
1377769,10454,1266868.983849999960512,233925.31471999999485,28839,13,35530,MGNL-QA,COMSTOCK PL AND DEAD END,0,"(47.63121542300007, -122.34842128399998)", ,NONE
1377770,15100,1263234.224429999943823,209741.530759999994189,529982,13,55329,DLRD,22ND AVE SW AND DEAD END 1 ,0,"(47.564731779000056, -122.36121263799998)", ,NONE
1377771,46343,1285841.759809999959543,196800.379769999999553,335896,13,81504,SE,WOLCOTT AVE S AND DEAD END 2 ,0,"(47.53045345800007, -122.26867902099997)", ,NONE
1377772,14256,1262700.377390000037849,212860.82907000000705,38484,13,55270,GRDWM-DLRD,WEST MARGINAL WAY SW AND DEAD END,2,"(47.57325254300008, -122.36362578699999)", ,NONE
1377773,5940,1286785.866050000069663,251118.308790000010049,24855,13,7345,NE,55TH AVE NE AND NE 70TH ST,3,"(47.679387845000065, -122.26895953799999)", ,NONE
1377774,5181,1271040.743990000104532,254160.20908000000054,24236,13,4123,NW,MERIDIAN AVE N AND N 80TH ST,2,"(47.68690246500006, -122.333104419)", ,NONE
1377775,2432,1277380.32569000008516,271186.141639999987092,36076,13,221505,N,19TH AVE NE AND NE 145TH ST,1,"(47.73390592000004, -122.30869542899995)", ,NONE
1377776,12396,1277041.265979999909177,223314.725020000012591,30720,13,45504,CNTRL,20TH AVE AND E FIR ST,0,"(47.60267346100005, -122.30634967099996)", ,NONE
1377777,7128,1262148.700200000079349,246863.953840000001946,25434,13,12716,BLRD,9TH AVE NW AND NW 52ND ST,0,"(47.66642311600003, -122.36860823699999)", ,NONE
1377778,4349,1255952.630820000078529,257797.48165999999037,37032,13,230716,BLRD,NW 92ND ST AND DEAD END 4,0,"(47.69604940600004, -122.39464954799996)", ,NONE
1377779,17460,1261867.600169999990612,198273.302399999985937,33992,13,69349,DLRD,26TH AVE SW AND SW PORTLAND CT,0,"(47.53322345000004, -122.36582208699997)", ,NONE
1377780,14173,1270648.398130000103265,213115.000209999998333,32331,13,57507,GRDWM,2ND AVE S AND S HORTON ST,0,"(47.57437791900003, -122.33145317499998)", ,NONE
1377781,18172,1284029.351740000071004,194572.329339999996591,35263,13,80303,SE,45TH AVE S AND S TRENTON ST,0,"(47.524253445000056, -122.27584502699995)", ,NONE
1377782,3612,1259731.645990000106394,261707.958459999994375,36204,13,223309,BLRD,CULPEPER CT NW AND DEAD END N,0,"(47.70697688100006, -122.37962608599997)", ,NONE
1377783,15982,1277873.836349999997765,205448.381319999985863,33254,13,65307,GRDWM,24TH AVE S AND S BRANDON ST,0,"(47.553745598000035, -122.30159386699995)", ,NONE
1377784,5796,1273516.078639999963343,251653.371320000005653,24457,13,5335,NW,5TH AVE NE AND NE 71ST ST,2,"(47.680163099000026, -122.32285939299999)", ,CITY
1377785,2564,1269075.131180000025779,270101.613000000012107,35735,13,219148,NW,STONE AVE N AND N 140TH ST,0,"(47.73049181600004, -122.34235236899997)", ,NONE
1377786,11257,1278760.451640000101179,229674.580129999987548,29282,13,37351,CNTRL,25TH AVE E AND E JOHN ST,0,"(47.62019576700004, -122.29987353199999)", ,NONE
1377787,8102,1273598.880309999920428,243608.010160000005271,27085,13,23125,NE,PASADENA PL NE AND DEAD END 2,0,"(47.65811538500003, -122.32189162299994)", ,NONE
1377788,4067,1279311.395130000077188,259201.44863999998779,37623,13,234118,N,RAVENNA AVE NE AND NE 100TH ST,3,"(47.70115732900007, -122.29992148399998)", ,NONE
1377789,12457,1279590.180669999914244,222894.359960000001593,30578,13,45114,CNTRL,28TH AVE AND E YESLER WAY,3,"(47.60165451800003, -122.29598723899994)", ,NONE
1377790,18728,1257750.310950000071898,191594.317940000008093,37971,13,300112,SW,39TH AVE SW AND SW 99TH ST,0,"(47.514690795000035, -122.38194169599996)", ,NONE
1377791,5151,1263598.788909999886528,254319.609779999998864,24058,13,3116,NW,6TH AVE NW AND NW 80TH ST,2,"(47.68693779000006, -122.36332585199995)", ,NONE
1377792,5162,1266240.084530000109226,254268.273080000013579,24283,13,4522,NW,DAYTON AVE N AND N 80TH ST,2,"(47.68694052600006, -122.35260008899996)", ,NONE
1377793,8028,1281894.313020000001416,243827.895209999987856,27410,13,25521,NE,37TH AVE NE AND NE 42ND ST,0,"(47.659152980000044, -122.28825347299994)", ,NONE
1377794,5807,1262882.377000000094995,251637.319350000005215,24183,13,3733,BLRD,8TH AVE NW AND NW 70TH ST,2,"(47.679546713000036, -122.36601705199996)", ,NONE
1377795,14021,1258338.983969999942929,213803.339659999997821,31818,13,54106,SW,39TH AVE SW AND SW HANFORD ST,3,"(47.57559678700005, -122.38136774599997)", ,NONE
1377796,13448,1276789.850169999990612,216696.982419999985723,31559,13,52552,GRDWM,20TH AVE S AND S HILL ST,0,"(47.58452111200006, -122.30685499399999)", ,NONE
1377797,12031,1269275.709490000037476,225514.870939999993425,29600,13,39331,DWNTN,2ND AVE AND UNION ST,1,"(47.60829216500008, -122.33799535899999)", ,CITY
1377798,19326,1289719.161159999901429,188602.398069999995641,38238,13,306318,SE,65TH AVE S AND S PRENTICE ST,0,"(47.50817974800003, -122.25237472499998)", ,NONE
1377799,2534,1266330.374700000043958,270367.579339999996591,35791,13,219522,NW,N 141ST CT AND DEAD END,0,"(47.73107272900006, -122.35352468099995)", ,NONE
1377800,8332,1266014.844969999976456,242770.570160000002943,26986,13,22572,LKUN,DAYTON AVE N AND N 40TH ST,0,"(47.65541370500006, -122.35259288399999)", ,NONE
1377801,10467,1279052.331320000113919,233705.429410000011558,29198,13,37112,E,26TH AVE E AND E LEE ST,0,"(47.63125953300005, -122.29900149299999)", ,NONE
1377802,4917,1274879.199289999902248,255350.523829999990994,37552,13,233343,N,ROOSEVELT WAY NE AND NE 85TH ST,1,"(47.69036908600003, -122.31761628999999)", ,NONE
1377803,19787,1285527.345990000059828,186220.474229999992531,38388,13,316504,SE,BEACON AVE S AND S AVON W ST,3,"(47.50143770400007, -122.26915251999998)", ,NONE
1377804,15841,1277305.439289999892935,205982.690689999988535,33336,13,65541,GRDWM,S BENNETT ST AND S PEARL ST,0,"(47.55518038400004, -122.30393660099998)", ,NONE
1377805,13769,1272798.507320000091568,215055.217810000001919,31297,13,51314,GRDWM,8TH E AVE S AND S LANDER N ST,2,"(47.57981042000006, -122.32289630199995)", ,NONE
1377806,12663,1280691.293760000029579,221532.114579999994021,30616,13,45155,CNTRL,32ND AVE S AND S KING ST,0,"(47.59797788900005, -122.29142019999995)", ,NONE
1377807,4382,1262006.590760000050068,257681.061560000001919,37241,13,231717,BLRD,11TH AVE NW AND NW 92ND ST,0,"(47.69606435400004, -122.37006144199995)", ,NONE
1377808,15407,1253171.157020000042394,207953.106570000003558,32751,13,60116,SW,55TH AVE SW AND DEAD END S,0,"(47.55927485800004, -122.40181703499997)", ,NONE
1377809,19330,1286324.932419999968261,188565.085809999989579,38314,13,306709,SE,S PRENTICE ST AND DEAD END,0,"(47.50790507000005, -122.26610295999996)", ,NONE
1377810,6892,1278033.381180000025779,247689.90046999999322,26005,13,15542,NE,NE PARK RD AND NE RAVENNA WB BV,3,"(47.669537501000036, -122.30421724499996)", ,NONE
1377811,9274,1267850.225709999911487,238556.737699999997858,27998,13,29102,MGNL-QA,WESTLAKE AVE N AND NEWELL ST,1,"(47.64396285200007, -122.34481134599997)", ,NONE
1377812,13777,1250483.993890000041574,214969.641100000008009,30970,13,47704,SW,63RD AVE SW AND ALKI AVE SW,2,"(47.578355919000046, -122.41328134699995)", ,NONE
1377813,11393,1280875.452479999978095,229152.370330000005197,29492,13,38774,CNTRL,32ND AVE AND E DENNY N WAY,3,"(47.61887455800007, -122.29125900799994)", ,NONE
1377814,12273,1275768.509240000043064,223947.511709999991581,30207,13,41749,CNTRL,16TH AVE AND E ALDER W ST,0,"(47.60434101900006, -122.31155704899999)", ,NONE
1377815,3762,1272290.62660999991931,260737.144510000012815,37566,13,233656,N,1ST AVE NE AND NE 105TH ST,1,"(47.70499627100003, -122.32854959999997)", ,NONE
1377816,10615,1265138.109230000060052,233047.753120000008494,28851,13,35543,MGNL-QA,1ST AVE N AND PROSPECT S ST,0,"(47.628716438000026, -122.35536939899998)", ,NONE
1377817,5784,1260893.95050000003539,251673.78937000001315,24179,13,3729,BLRD,14TH AVE NW AND NW 70TH W ST,0,"(47.679537828000036, -122.37409032)", ,NONE
1377818,3107,1266386.415409999899566,265516.831170000019483,36366,13,225504,NW,DAYTON AVE N AND N 122ND ST,3,"(47.71778014000006, -122.35290782099997)", ,NONE
1377819,8192,1265823.346219999948516,243234.945449999999255,26975,13,22560,LKUN,FRANCIS AVE N AND N 41ST ST,0,"(47.656676169000036, -122.35340696699996)", ,NONE
1377820,8656,1269421.282099999953061,241706.752429999993183,26875,13,22320,LKUN,WOODLAWN AVE N AND N 38TH S ST,0,"(47.65268133300003, -122.33868924799998)", ,NONE
1377821,5986,1263238.548519999952987,250982.921139999991283,24107,13,3338,BLRD-NW,7TH AVE NW AND NW 67TH ST,0,"(47.67777248200008, -122.36451862499996)", ,NONE
1377822,19035,1288005.183040000032634,189912.302449999988312,38198,13,306123,SE,59TH AVE S AND S COOPER ST,0,"(47.51168337200005, -122.25940668799996)", ,NONE
1377823,14895,1278543.561269999947399,210694.654089999996359,32462,13,58311,GRDWM,CHEASTY BLVD S AND S ANDOVER ST,0,"(47.56816059800008, -122.29928689199994)", ,NONE
1377824,16690,1263085.204519999912009,202064.74611000000732,33938,13,69103,DLRD,22ND AVE SW AND DELRIDGE WAY SW,1,"(47.54368197500003, -122.36119882099996)", ,NONE
1377825,15046,1285577.674050000030547,209945.360010000003967,32577,13,59316,SE,50TH AVE S AND S DAKOTA ST,3,"(47.56647052300008, -122.27074159499995)", ,NONE
1377826,2487,1269488.90730999992229,270757.308870000008028,35714,13,219125,NW,ROSLYN PL N AND N 143RD ST,0,"(47.73231127500003, -122.34072352399994)", ,NONE
1377827,5413,1288225.126979999942705,253078.317500000004657,158990,13,8654,NE,62ND AVE NE AND NE 77TH ST,0,"(47.68483370200005, -122.26326578499999)", ,NONE
1377828,14100,1250091.815709999995306,213465.545870000001742,31790,13,53505,SW,64TH AVE SW AND SW HINDS ST,0,"(47.574211243000036, -122.41474472899995)", ,NONE
1377829,18507,1284655.45069000008516,192668.613500000006752,35297,13,80343,SE,SPEAR PL S AND S FLETCHER ST,0,"(47.519067481000036, -122.27316727399995)", ,NONE
1377830,13109,1286366.727489999961108,218547.154069999989588,493029,13,146411,SE,I90 EB AND MID CHANNEL,5,"(47.590088526000045, -122.26819558899996)", ,NONE
1377831,11644,1271267.184690000023693,227808.827549999987241,489787,13,40655,DWNTN,I5 BUS TUNNEL RP AND I5 EXPR PIKE AND 9TH RP,5,"(47.61468628700004, -122.33010451499996)", ,NONE
1377832,46728,1283324.300610000034794,189330.591090000001714,489657,13,305654,SE,M L KING JR ER WAY S AND CITY LIMITS,1,"(47.50984953200003, -122.27829979799998)", ,NONE
1377833,46742,1279324.243259999901056,209605.813640000007581,352776,13,58466,SE,M L KING JR ER WAY S AND S ADAMS ST,1,"(47.56521681300006, -122.29604127199997)", ,NONE
1377834,14197,1250406.285089999902993,213046.999180000013439,31798,13,53513,SW,63RD AVE SW AND SW WILTON CT,2,"(47.57308175000003, -122.41343619299994)", ,NONE
1377835,6329,1263601.121580000035465,249662.176180000009481,25261,13,12123,BLRD-NW,5TH AVE NW AND NW 62ND ST,0,"(47.67417216300004, -122.36294056199995)", ,NONE
1377836,15433,1258353.992739999899641,207840.231300000014016,32794,13,61251,SW,SW EDMUNDS ST AND DEAD END 2 ,0,"(47.55925311100003, -122.38082118899996)", ,NONE
1377837,10187,1257374.516520000062883,234903.469730000011623,27619,13,27455,MGNL-QA,23RD AVE W AND W GARFIELD ST ON RP,0,"(47.63337755400005, -122.38700005099997)", ,NONE
1377838,9332,1260725.752360000042245,238327.968419999990147,27899,13,28552,MGNL-QA,13TH AVE W AND W RAYE ST,0,"(47.64294855400004, -122.37368865299999)", ,NONE
1377839,18448,1287525.690690000075847,193051.790459999989253,35452,13,81717,SE,57TH AVE S AND RAINIER AVE S,1,"(47.52026439600007, -122.26158231799997)", ,CITY
1377840,6140,1263880.1705400000792,250321.200050000014016,25245,13,12107,BLRD-NW,4TH AVE NW AND NW 65TH W ST,2,"(47.67599370900007, -122.36186124499994)", ,NONE
1377841,11464,1276886.94201000011526,228765.099420000013197,30115,13,41504,CNTRL-E,19TH AVE AND E HOWELL ST,3,"(47.617604766000056, -122.30739825299997)", ,NONE
1377842,7832,1285257.015619999961928,244540.882860000012442,27311,13,25110,NE,49TH AVE NE AND NE 45TH ST,0,"(47.66128074300008, -122.27466467399995)", ,NONE
1377843,14373,1252754.576670000096783,212356.926089999993565,31700,13,53125,SW,56TH AVE SW AND SW MANNING ST,0,"(47.57132209100007, -122.40386783599996)", ,NONE
1377844,16468,1258686.046249999897555,203200.881540000002133,32840,13,61346,SW,37TH AVE SW AND SW GRAHAM ST,0,"(47.54655523400004, -122.37909922899996)", ,NONE
1377845,12096,1281521.145149999996647,225146.93929000000935,30307,13,42712,CNTRL,35TH AVE AND E CHERRY ST,0,"(47.607929177000074, -122.28833432899995)", ,NONE
1377846,3527,1273614.275119999889284,262384.207040000008419,36535,13,226453,N-NW,5TH AVE NE AND NE 112TH S ST,2,"(47.709581187000026, -122.32330419499999)", ,CITY
1377847,11816,1268373.661229999968782,226787.902880000008736,29562,13,39159,DWNTN,2ND AVE AND VIRGINIA ST,1,"(47.611733092000065, -122.34175261299998)", ,CITY
1377848,4492,1260337.820710000116378,257212.465339999995194,37245,13,231721,BLRD,15TH AVE NW AND NW 90TH N ST,3,"(47.69468841400004, -122.37679836399997)", ,NONE
1377849,11808,1273775.26968999998644,226843.56239999999525,29767,13,40144,E,BROADWAY CT AND E SENECA ST,0,"(47.612173787000074, -122.31986205999999)", ,NONE
1377850,13547,1280727.666489999974146,216290.801550000003772,30844,13,46535,SE,33RD AVE S AND S DOSE TER,0,"(47.58361334500006, -122.29087048299999)", ,NONE
1377851,4892,1270244.851250000065193,255488.577209999988554,37375,13,232359,NW,WALLINGFORD AVE N AND N 85TH ST,1,"(47.69050090300004, -122.33644048199994)", ,CITY
1377852,19022,1287349.998150000115857,189996.729720000002999,38301,13,306519,SE,57TH AVE S AND RENTON AVE S,2,"(47.51188147500005, -122.26206370199998)", ,NONE
1377853,10078,1274406.296370000112802,235496.094890000007581,28265,13,30345,E,11TH AVE E AND E HOWE ST,0,"(47.63592358100004, -122.31798093299994)", ,NONE
1377854,15692,1281051.820860000094399,206594.312579999997979,33577,13,66520,SE,35TH AVE S AND S HUDSON ST,0,"(47.55705208400008, -122.28881420699997)", ,NONE
1377855,7251,1259327.027490000007674,246356.950450000003912,25174,13,11326,BLRD,LEARY AVE NW AND NW DOCK PL,1,"(47.66487856500004, -122.38001612599999)", ,NONE
1377856,2767,1282037.15718000009656,268377.089220000023488,36183,13,222710,N,36TH AVE NE AND NE 135TH ST,0,"(47.72644951700005, -122.28955884599998)", ,NONE
1377857,3686,1273614.632759999949485,261150.205890000012005,36534,13,226451,N,5TH AVE NE AND NE 106TH ST,2,"(47.70619885000008, -122.32320571099996)", ,CITY
1377858,15649,1281057.200190000003204,206888.293000000005122,33573,13,66516,SE,35TH AVE S AND S FERDINAND ST,0,"(47.55785816300005, -122.28881494199999)", ,NONE
1377859,17695,1263505.251110000070184,197093.292929999995977,34837,13,76103,DLRD,20TH AVE SW AND SW ELMGROVE ST,0,"(47.53007830400003, -122.35909938999998)", ,NONE
1377860,7906,1265178.239529999904335,244289.587629999994533,26619,13,21130,LKUN,PALATINE AVE N AND N 43RD NR ST,0,"(47.659531928000035, -122.35610875499998)", ,NONE
1377861,13663,1258400.122410000069067,215515.599760000011884,31067,13,48326,SW,39TH AVE SW AND SW OLGA ST,0,"(47.58029335500004, -122.38125962499998)", ,NONE
1377862,5058,1255954.865440000081435,254720.208819999999832,23965,13,2511,BLRD,29TH AVE NW AND LOYAL WAY NW,3,"(47.687614978000056, -122.39438701299997)", ,NONE
1377863,9506,1262544.799529999960214,237732.283049999998184,27807,13,28151,MGNL-QA,7TH AVE W AND W SMITH ST,3,"(47.64141538500007, -122.36626284699997)", ,NONE
1377864,16892,1285221.46258999989368,201200.587390000000596,34419,13,73127,SE,49TH AVE S AND S HOLLY ST,0,"(47.54248274200006, -122.27152229099994)", ,NONE
1377865,3916,1277588.855350000085309,259914.532539999985602,37695,13,234511,N,20TH AVE NE AND NE 103RD ST,0,"(47.70302167300008, -122.30697112899998)", ,NONE
1377866,7410,1285871.024710000026971,245846.049969999992754,26163,13,16325,NE,NICKLAS PL NE AND NE 50TH ST,0,"(47.66488971200005, -122.27227247199994)", ,NONE
1377867,16453,1278035.906110000098124,203270.80716999998549,167335,13,65462,GRDWM,BEACON ER AVE S AND S SPENCER ST,2,"(47.547785357000066, -122.30076951799998)", ,NONE
1377868,9132,1253279.138079999946058,239224.702630000014324,27457,13,26122,MGNL-QA,W ARMOUR ST AND DEAD END 4,0,"(47.64499382900004, -122.40396450299994)", ,NONE
1377869,4566,1265955.403819999890402,256927.149239999998827,37439,13,232716,NW,PHINNEY AVE N AND N 90TH ST,0,"(47.69421295300003, -122.353968969)", ,NONE
1377870,9178,1256344.005409999983385,239023.248809999990044,27676,13,27653,MGNL-QA,27 LOWER AVE W AND W ARMOUR ST,0,"(47.644612454000026, -122.39151708899999)", ,NONE
1377871,6349,1278169.29208999988623,249603.281329999997979,25970,13,15503,NE,RAVENNA AVE NE AND NE 63RD ST,0,"(47.67478916700003, -122.303814107)", ,NONE
1377872,6582,1274465.212980000069365,248780.188590000005206,25723,13,14128,NE,9TH AVE NE AND NE RAVENNA EB BV,2,"(47.67233807700006, -122.31878197599997)", ,NONE
1377873,5512,1275663.66546000004746,252673.168310000008205,24428,13,5303,NE,BROOKLYN AVE NE AND NE 75TH ST,1,"(47.68307195300008, -122.31422253699998)", ,NONE
1377874,6098,1255548.677149999886751,250448.596149999997579,24035,13,2743,BLRD,30TH AVE NW AND NW 65TH ST,3,"(47.67588423800004, -122.39568376099999)", ,NONE
1377875,2686,1282037.970489999977872,269044.425419999985024,36167,13,222541,N,36TH AVE NE AND NE 137TH ST,0,"(47.72827871800007, -122.289606849)", ,NONE
1377876,5438,1260258.570019999984652,253036.46174999998766,23895,13,2301,BLRD,15TH AVE NW AND NW 75TH ST,1,"(47.68323791900008, -122.37678003499997)", ,CITY
1377877,9613,1277086.499899999937043,237299.721900000004098,28410,13,31529,NE,19TH AVE E AND E CALHOUN ST,2,"(47.64100852100006, -122.30725199799997)", ,NONE
1377878,6833,1282310.475580000085756,247893.783989999996265,26207,13,16525,NE,38TH AVE NE AND NE 57TH ST,0,"(47.67031912200008, -122.28687665299998)", ,NONE
1377879,17622,1281910.663489999948069,197557.94829000000027,34590,13,73746,GRDWM,38TH AVE S AND S CHICAGO ST,0,"(47.53232784800008, -122.28464646799995)", ,NONE
1377880,14957,1258252.134689999977127,210482.54759999999078,31890,13,54317,SW,39TH AVE SW AND SW DAKOTA ST,0,"(47.56648991700007, -122.38144890499996)", ,NONE
1377881,8011,1272803.710519999964163,243927.622319999994943,27200,13,23522,LKUN,LATONA AVE NE AND NE 43RD ST,3,"(47.658949223000036, -122.32514277899998)", ,NONE
1377882,14139,1280653.936190000036731,213230.211470000009285,30882,13,46745,SE,33RD AVE S AND S HANFORD S ST,0,"(47.575220442000045, -122.29093430599994)", ,NONE
1377883,12819,1280658.9358699999284,220307.6811699999962,30652,13,45325,CNTRL,32ND AVE S AND S CHARLES ST,0,"(47.59462003800007, -122.29145730099998)", ,NONE
1377884,12090,1280733.252670000074431,225173.172380000003614,30064,13,41324,CNTRL,32ND AVE AND E CHERRY ST,3,"(47.607960201000026, -122.29152978099995)", ,NONE
1377885,5984,1262988.587310000089929,250987.390389999985928,24106,13,3337,BLRD-NW,CLEOPATRA PL NW AND NW 67TH ST,0,"(47.677771094000036, -122.36553345599998)", ,NONE
1377886,16619,1259327.720230000093579,202504.783750000002328,34008,13,69506,SW,35TH AVE SW AND SW MORGAN ST,1,"(47.544682574000035, -122.37644504199994)", ,CITY
1377887,3141,1277627.691069999942556,265215.293379999988247,36709,13,227523,N,20TH AVE NE AND NE 123RD ST,0,"(47.71755297400006, -122.307225717)", ,NONE
1377888,4541,1263318.528549999929965,256994.703039999993052,37159,13,231318,NW,7TH AVE NW AND NW 90TH ST,0,"(47.69425477900006, -122.36467959799995)", ,NONE
1377889,12363,1270861.001519999932498,223468.961689999996452,30480,13,44505,DWNTN,3RD AVE AND JAMES ST,1,"(47.60276917600004, -122.33140852799994)", ,CITY
1377890,9791,1276321.932599999941885,236707.075489999988349,28436,13,31711,NE,16TH AVE E AND BOYER E AVE E,2,"(47.639343903000054, -122.31030671499997)", ,NONE
1377891,14731,1258594.141730000032112,211437.084299999987707,31871,13,54161,SW,38TH AVE SW AND BELVIDERE AVE SW,0,"(47.56912509500006, -122.38014154799998)", ,NONE
1377892,10525,1262407.485480000032112,233427.339680000004591,28578,13,34136,MGNL-QA,7TH AVE W AND W HIGHLAND DR,0,"(47.629608278000035, -122.36647187299997)", ,NONE
1377893,16456,1281286.765630000038072,203275.183749999996508,33637,13,66736,GRDWM,36TH AVE S AND S RAYMOND ST,0,"(47.54796652200008, -122.28760886699996)", ,NONE
1377894,4048,1257469.74007000005804,259309.798589999991236,163724,13,230652,BLRD,26TH AVE NW AND NW NORTH BEACH DR,0,"(47.700278757000035, -122.38861431999999)", ,NONE
1377895,5223,1269559.410219999961555,253937.799349999986589,24238,13,4126,NW,ASHWORTH AVE N AND GREEN LAKE DR N,2,"(47.68621355200003, -122.33909985599996)", ,NONE
1377896,15802,1274958.286899999948218,206190.418570000008913,33331,13,65534,GRDWM,15TH AVE S AND S DAWSON ST,2,"(47.55562640900007, -122.31345642899998)", ,NONE
1377897,13826,1274160.242739999899641,214712.277650000003632,31332,13,51456,GRDWM,12TH AVE S AND DEAD END 2 ,0,"(47.57894254900003, -122.31735322299994)", ,NONE
1377898,4210,1255125.853989999974146,258480.391869999992196,37011,13,230528,BLRD,WHITNEY PL NW AND NW 95TH ST,0,"(47.69787517300006, -122.39806256199995)", ,NONE
1377899,14057,1275443.519540000008419,213608.822669999994105,31658,13,52772,GRDWM,16TH AVE S AND S WINTHROP ST,0,"(47.57598571400007, -122.31206894499996)", ,NONE
1377900,5886,1265741.799210000084713,251283.965109999990091,24348,13,4737,NW,PHINNEY AVE N AND N 68TH ST,0,"(47.678733710000074, -122.35438328199996)", ,NONE
1377901,6717,1275593.227320000063628,248362.329780000000028,25737,13,14142,NE,BROOKLYN AVE NE AND NE RAVENNA EB BV,2,"(47.67125233100006, -122.31417170499998)", ,NONE
1377902,11299,1272743.709490000037476,229563.607970000011846,29188,13,36858,E,E JOHN ST AND E OLIVE WAY,1,"(47.61957466300004, -122.32425705399999)", ,NONE
1377903,14928,1260889.444900000002235,210573.875850000011269,32136,13,55709,DLRD,30TH AVE SW AND SW DAKOTA ST,0,"(47.56688517900005, -122.37077563099996)", ,NONE
1377904,10585,1266105.259049999993294,233107.652769999986049,28854,13,35546,MGNL-QA,3RD AVE N AND PROSPECT ST,0,"(47.62893298900008, -122.35145269099996)", ,NONE
1377905,5548,1280979.082040000008419,252562.949049999995623,24653,13,6302,NE,33RD AVE NE AND NE 75TH ST,2,"(47.68304819800005, -122.29263878899997)", ,NONE
1377906,3982,1258985.944870000006631,259615.91213000001153,36906,13,230137,BLRD,NW 99TH ST AND DEAD END,0,"(47.70120162500007, -122.38248317399996)", ,NONE
1377907,4337,1278237.778750000055879,257909.156279999995604,37731,13,234701,N,23RD AVE NE AND NE 95TH ST,2,"(47.69755901000008, -122.30418049399998)", ,NONE
1377908,6788,1276428.257590000052005,248071.630509999988135,26025,13,15654,NE,16TH AVE NE AND NE RAVENNA WB BV,3,"(47.67049952800005, -122.31076045399999)", ,NONE
1377909,10343,1267484.723500000080094,234309.093540000001667,28814,13,35501,MGNL-QA,GALER ST AND TAYLOR AVE N,2,"(47.632300549000036, -122.34595511499998)", ,NONE
1377910,13987,1254864.396829999983311,213916.315020000009099,31936,13,54507,SW,50TH AVE SW AND SW HANFORD ST,0,"(47.57571397400005, -122.39545090099995)", ,NONE
1377911,12287,1270981.961780000012368,223896.843159999989439,29971,13,40771,DWNTN,4TH AVE AND CHERRY ST,1,"(47.60394844000007, -122.33095206299998)", ,CITY
1377912,11313,1272167.638319999910891,229444.64936999999918,29163,13,36755,E,BELLEVUE AVE E AND E LORETTA PL,3,"(47.619217983000055, -122.32658309299995)", ,NONE
1377913,9258,1251863.621409999905154,238609.324460000003455,27463,13,26130,MGNL-QA,W RAYE ST AND WEST VIEWMONT WAY W,3,"(47.64322779200006, -122.40965457099998)", ,NONE
1377914,5557,1281770.970170000102371,252547.578550000005635,24932,13,7714,NE,36TH AVE NE AND NE 75TH ST,3,"(47.68304718600007, -122.28942333499998)", ,NONE
1377915,14553,1267581.75901999999769,212023.102350000001024,32168,13,56212,GRDWM,WEST SEATTLE BR EB AND ALASKAN WY VI NB ON RP,1,"(47.57122073600004, -122.34378769899996)", ,NONE
1377916,9877,1273071.14706000010483,236369.457829999999376,28312,13,30701,LKUN,BOYLSTON AVE E AND E BOSTON ST,2,"(47.638246708000054, -122.32346393599994)", ,NONE
1377917,17989,1272417.126960000023246,195600.589440000010654,35094,13,78131,GRDWM,8TH AVE S AND S CLOVERDALE ST,1,"(47.52646547400008, -122.32291561299996)", ,CITY
1377918,4682,1260652.705319999950007,256383.251389999990351,37257,13,231733,BLRD,MARY AVE NW AND NW 87TH ST,0,"(47.692432901000075, -122.37545251999995)", ,NONE
1377919,9476,1257585.015080000041053,237818.450089999998454,27592,13,27127,MGNL-QA,W SMITH ST AND DEAD END 1,0,"(47.64137895700003, -122.38638505099999)", ,NONE
1377920,13789,1274821.891890000086278,214894.963599999988219,31302,13,51320,GRDWM,14TH AVE S AND S LANDER ST,0,"(47.57947823300003, -122.31468722199998)", ,NONE
